Date, ZC025YR, ZC050YR, ZC075YR, ZC100YR, ZC125YR, ZC150YR, ZC175YR, ZC200YR, ZC225YR, ZC250YR, ZC275YR, ZC300YR, ZC325YR, ZC350YR, ZC375YR, ZC400YR, ZC425YR, ZC450YR, ZC475YR, ZC500YR, ZC525YR, ZC550YR, ZC575YR, ZC600YR, ZC625YR, ZC650YR, ZC675YR, ZC700YR, ZC725YR, ZC750YR, ZC775YR, ZC800YR, ZC825YR, ZC850YR, ZC875YR, ZC900YR, ZC925YR, ZC950YR, ZC975YR, ZC1000YR, ZC1025YR, ZC1050YR, ZC1075YR, ZC1100YR, ZC1125YR, ZC1150YR, ZC1175YR, ZC1200YR, ZC1225YR, ZC1250YR, ZC1275YR, ZC1300YR, ZC1325YR, ZC1350YR, ZC1375YR, ZC1400YR, ZC1425YR, ZC1450YR, ZC1475YR, ZC1500YR, ZC1525YR, ZC1550YR, ZC1575YR, ZC1600YR, ZC1625YR, ZC1650YR, ZC1675YR, ZC1700YR, ZC1725YR, ZC1750YR, ZC1775YR, ZC1800YR, ZC1825YR, ZC1850YR, ZC1875YR, ZC1900YR, ZC1925YR, ZC1950YR, ZC1975YR, ZC2000YR, ZC2025YR, ZC2050YR, ZC2075YR, ZC2100YR, ZC2125YR, ZC2150YR, ZC2175YR, ZC2200YR, ZC2225YR, ZC2250YR, ZC2275YR, ZC2300YR, ZC2325YR, ZC2350YR, ZC2375YR, ZC2400YR, ZC2425YR, ZC2450YR, ZC2475YR, ZC2500YR, ZC2525YR, ZC2550YR, ZC2575YR, ZC2600YR, ZC2625YR, ZC2650YR, ZC2675YR, ZC2700YR, ZC2725YR, ZC2750YR, ZC2775YR, ZC2800YR, ZC2825YR, ZC2850YR, ZC2875YR, ZC2900YR, ZC2925YR, ZC2950YR, ZC2975YR, ZC3000YR, 
1992-11-17, 0.0782318660, 0.0762100160, 0.0745990970, 0.0734551900, 0.0727039350, 0.0722659010, 0.0720718840, 0.0720646690, 0.0721980350, 0.0724351880, 0.0727471780, 0.0731114760, 0.0735107460, 0.0739318140, 0.0743648090, 0.0748024550, 0.0752394980, 0.0756722330, 0.0760981330, 0.0765155430, 0.0769234470, 0.0773212770, 0.0777087760, 0.0780858810, 0.0784526510, 0.0788092030, 0.0791556710, 0.0794921850, 0.0798188530, 0.0801357530, 0.0804429360, 0.0807404260, 0.0810282300, 0.0813063460, 0.0815747720, 0.0818335190, 0.0820826150, 0.0823221210, 0.0825521340, 0.0827727970, 0.0829843010, 0.0831868940, 0.0833808800, 0.0835666190, 0.0837445320, 0.0839150950, 0.0840788380, 0.0842363410, 0.0843882310, 0.0845351720, 0.0846778640, 0.0848170340, 0.0849534280, 0.0850878060, 0.0852209320, 0.0853535680, 0.0854864650, 0.0856203570, 0.0857559530, 0.0858939310, 0.0860349280, 0.0861795370, 0.0863283000, 0.0864817020, 0.0866401660, 0.0868040470, 0.0869736280, 0.0871491150, 0.0873306360, 0.0875182330, 0.0877118590, 0.0879113780, 0.0881165590, 0.0883270730, 0.0885424900, 0.0887622780, 0.0889857980, 0.0892123040, 0.0894409360, 0.0896707250, 0.0899005820, 0.0901293060, 0.0903555750, 0.0905779480, 0.0907948650, 0.0910046500, 0.0912055070, 0.0913955280, 0.0915726950, 0.0917348850, 0.0918798790, 0.0920053710, 0.0921089830, 0.0921882740, 0.0922407600, 0.0922639370, 0.0922552990, 0.0922123670, 0.0921327160, 0.0920140050, 0.0918540120, 0.0916506670, 0.0914020840, 0.0911066000, 0.0907628020, 0.0903695650, 0.0899260740, 0.0894318480, 0.0888867610, 0.0882910500, 0.0876453200, 0.0869505440, 0.0862080520, 0.0854195140, 0.0845869180, 0.0837125390, 0.0827989070, 0.0818487680, 0.0808650450, 0.0798507950, 
1992-11-18, 0.0777876460, 0.0757773840, 0.0742398250, 0.0731565470, 0.0724472930, 0.0720360130, 0.0718580730, 0.0718602850, 0.0719995760, 0.0722414310, 0.0725584390, 0.0729290200, 0.0733363250, 0.0737673250, 0.0742120510, 0.0746629600, 0.0751144290, 0.0755623310, 0.0760036980, 0.0764364470, 0.0768591670, 0.0772709410, 0.0776712150, 0.0780596950, 0.0784362620, 0.0788009210, 0.0791537490, 0.0794948720, 0.0798244390, 0.0801426160, 0.0804495710, 0.0807454810, 0.0810305250, 0.0813048910, 0.0815687790, 0.0818224070, 0.0820660160, 0.0822998720, 0.0825242730, 0.0827395520, 0.0829460790, 0.0831442640, 0.0833345550, 0.0835174400, 0.0836934450, 0.0838631330, 0.0840270980, 0.0841859650, 0.0843403840, 0.0844910230, 0.0846385680, 0.0847837120, 0.0849271520, 0.0850695820, 0.0852116880, 0.0853541400, 0.0854975880, 0.0856426560, 0.0857899330, 0.0859399720, 0.0860932830, 0.0862503270, 0.0864115110, 0.0865771880, 0.0867476460, 0.0869231090, 0.0871037320, 0.0872895990, 0.0874807150, 0.0876770080, 0.0878783260, 0.0880844300, 0.0882949940, 0.0885096060, 0.0887277590, 0.0889488520, 0.0891721900, 0.0893969790, 0.0896223250, 0.0898472330, 0.0900706050, 0.0902912390, 0.0905078310, 0.0907189720, 0.0909231500, 0.0911187510, 0.0913040620, 0.0914772770, 0.0916364960, 0.0917797380, 0.0919049450, 0.0920099940, 0.0920927080, 0.0921508720, 0.0921822450, 0.0921845850, 0.0921556650, 0.0920932990, 0.0919953650, 0.0918598360, 0.0916848010, 0.0914685010, 0.0912093550, 0.0909059870, 0.0905572560, 0.0901622770, 0.0897204460, 0.0892314560, 0.0886953110, 0.0881123340, 0.0874831650, 0.0868087670, 0.0860904060, 0.0853296420, 0.0845283100, 0.0836884880, 0.0828124750, 0.0819027560, 0.0809619680, 0.0799928660, 
1992-11-19, 0.0787258090, 0.0751140950, 0.0729505160, 0.0715470680, 0.0706693720, 0.0701781050, 0.0699746400, 0.0699849870, 0.0701525660, 0.0704339420, 0.0707958610, 0.0712130450, 0.0716664670, 0.0721419920, 0.0726292870, 0.0731209530, 0.0736118250, 0.0740984200, 0.0745784950, 0.0750507020, 0.0755143140, 0.0759690180, 0.0764147580, 0.0768516190, 0.0772797350, 0.0776992410, 0.0781102250, 0.0785127130, 0.0789066570, 0.0792919310, 0.0796683430, 0.0800356430, 0.0803935350, 0.0807416950, 0.0810797880, 0.0814074820, 0.0817244620, 0.0820304520, 0.0823252180, 0.0826085870, 0.0828804520, 0.0831407820, 0.0833896270, 0.0836271180, 0.0838534770, 0.0840690070, 0.0842740990, 0.0844692250, 0.0846549310, 0.0848318360, 0.0850006240, 0.0851620340, 0.0853168520, 0.0854659060, 0.0856100510, 0.0857501650, 0.0858871340, 0.0860218460, 0.0861551790, 0.0862879960, 0.0864211290, 0.0865553770, 0.0866914960, 0.0868301880, 0.0869720970, 0.0871178030, 0.0872678130, 0.0874225560, 0.0875823790, 0.0877475410, 0.0879182090, 0.0880944520, 0.0882762390, 0.0884634360, 0.0886557980, 0.0888529730, 0.0890544910, 0.0892597670, 0.0894680970, 0.0896786520, 0.0898904810, 0.0901025040, 0.0903135150, 0.0905221760, 0.0907270210, 0.0909264510, 0.0911187410, 0.0913020360, 0.0914743570, 0.0916336070, 0.0917775750, 0.0919039470, 0.0920103130, 0.0920941880, 0.0921530180, 0.0921842090, 0.0921851430, 0.0921532060, 0.0920858150, 0.0919804510, 0.0918346920, 0.0916462490, 0.0914130010, 0.0911330350, 0.0908046810, 0.0904265470, 0.0899975550, 0.0895169620, 0.0889843890, 0.0883998360, 0.0877636910, 0.0870767330, 0.0863401250, 0.0855554030, 0.0847244510, 0.0838494780, 0.0829329800, 0.0819777010, 0.0809865970, 0.0799627850, 
1992-11-20, 0.0836601930, 0.0806578740, 0.0782975130, 0.0765768160, 0.0753785290, 0.0745897900, 0.0741155170, 0.0738787960, 0.0738187210, 0.0738878260, 0.0740496630, 0.0742766760, 0.0745483950, 0.0748499290, 0.0751707290, 0.0755035650, 0.0758437100, 0.0761882750, 0.0765356820, 0.0768852490, 0.0772368660, 0.0775907520, 0.0779472680, 0.0783067830, 0.0786695840, 0.0790358100, 0.0794054230, 0.0797781870, 0.0801536720, 0.0805312580, 0.0809101590, 0.0812894430, 0.0816680600, 0.0820448670, 0.0824186630, 0.0827882080, 0.0831522580, 0.0835095860, 0.0838590080, 0.0841994000, 0.0845297190, 0.0848490180, 0.0851564620, 0.0854513340, 0.0857330450, 0.0860011430, 0.0862553110, 0.0864953730, 0.0867212890, 0.0869331530, 0.0871311920, 0.0873157520, 0.0874872980, 0.0876463990, 0.0877937190, 0.0879300090, 0.0880560900, 0.0881728430, 0.0882811970, 0.0883821170, 0.0884765850, 0.0885655970, 0.0886501410, 0.0887311930, 0.0888097000, 0.0888865710, 0.0889626700, 0.0890388010, 0.0891157030, 0.0891940410, 0.0892744000, 0.0893572760, 0.0894430710, 0.0895320890, 0.0896245300, 0.0897204860, 0.0898199370, 0.0899227480, 0.0900286660, 0.0901373180, 0.0902482100, 0.0903607210, 0.0904741070, 0.0905874960, 0.0906998910, 0.0908101670, 0.0909170730, 0.0910192340, 0.0911151520, 0.0912032120, 0.0912816800, 0.0913487180, 0.0914023830, 0.0914406420, 0.0914613770, 0.0914624030, 0.0914414830, 0.0913963420, 0.0913246900, 0.0912242410, 0.0910927440, 0.0909280030, 0.0907279080, 0.0904904660, 0.0902138310, 0.0898963340, 0.0895365140, 0.0891331450, 0.0886852650, 0.0881921980, 0.0876535710, 0.0870693330, 0.0864397570, 0.0857654470, 0.0850473330, 0.0842866630, 0.0834849840, 0.0826441220, 0.0817661570, 0.0808533900, 
1992-11-23, 0.0860845260, 0.0835987450, 0.0808831620, 0.0787175050, 0.0771209210, 0.0760108360, 0.0752938430, 0.0748855110, 0.0747146340, 0.0747230840, 0.0748643730, 0.0751019070, 0.0754072950, 0.0757588350, 0.0761402100, 0.0765393890, 0.0769477060, 0.0773591080, 0.0777695370, 0.0781764240, 0.0785782970, 0.0789744490, 0.0793646970, 0.0797491830, 0.0801282240, 0.0805022060, 0.0808715040, 0.0812364270, 0.0815971860, 0.0819538730, 0.0823064560, 0.0826547790, 0.0829985750, 0.0833374760, 0.0836710310, 0.0839987240, 0.0843199930, 0.0846342490, 0.0849408960, 0.0852393470, 0.0855290390, 0.0858094510, 0.0860801120, 0.0863406160, 0.0865906280, 0.0868298930, 0.0870582370, 0.0872755770, 0.0874819160, 0.0876773460, 0.0878620460, 0.0880362770, 0.0882003810, 0.0883547730, 0.0884999330, 0.0886364050, 0.0887647790, 0.0888856940, 0.0889998190, 0.0891078490, 0.0892104970, 0.0893084790, 0.0894025110, 0.0894932970, 0.0895815180, 0.0896678300, 0.0897528500, 0.0898371510, 0.0899212540, 0.0900056220, 0.0900906560, 0.0901766840, 0.0902639610, 0.0903526610, 0.0904428770, 0.0905346100, 0.0906277730, 0.0907221850, 0.0908175660, 0.0909135410, 0.0910096300, 0.0911052540, 0.0911997310, 0.0912922740, 0.0913819920, 0.0914678930, 0.0915488820, 0.0916237610, 0.0916912380, 0.0917499250, 0.0917983430, 0.0918349300, 0.0918580450, 0.0918659780, 0.0918569580, 0.0918291660, 0.0917807470, 0.0917098230, 0.0916145130, 0.0914929450, 0.0913432820, 0.0911637370, 0.0909526010, 0.0907082590, 0.0904292190, 0.0901141330, 0.0897618180, 0.0893712810, 0.0889417350, 0.0884726210, 0.0879636190, 0.0874146590, 0.0868259300, 0.0861978830, 0.0855312300, 0.0848269340, 0.0840862030, 0.0833104760, 0.0825014020, 0.0816608200, 
1992-11-24, 0.0848421560, 0.0815399810, 0.0784518610, 0.0761129020, 0.0744625460, 0.0733733910, 0.0727222660, 0.0724040470, 0.0723331090, 0.0724414980, 0.0726763200, 0.0729971240, 0.0733735640, 0.0737833660, 0.0742106390, 0.0746444540, 0.0750776950, 0.0755061090, 0.0759275470, 0.0763413570, 0.0767478950, 0.0771481520, 0.0775434610, 0.0779352810, 0.0783250360, 0.0787140020, 0.0791032320, 0.0794935150, 0.0798853520, 0.0802789580, 0.0806742650, 0.0810709530, 0.0814684670, 0.0818660550, 0.0822627970, 0.0826576460, 0.0830494550, 0.0834370130, 0.0838190790, 0.0841944080, 0.0845617780, 0.0849200150, 0.0852680140, 0.0856047590, 0.0859293350, 0.0862409440, 0.0865389150, 0.0868227080, 0.0870919240, 0.0873463040, 0.0875857290, 0.0878102190, 0.0880199310, 0.0882151490, 0.0883962770, 0.0885638350, 0.0887184440, 0.0888608140, 0.0889917380, 0.0891120710, 0.0892227250, 0.0893246500, 0.0894188230, 0.0895062340, 0.0895878750, 0.0896647240, 0.0897377360, 0.0898078290, 0.0898758740, 0.0899426880, 0.0900090200, 0.0900755440, 0.0901428520, 0.0902114470, 0.0902817340, 0.0903540170, 0.0904284940, 0.0905052490, 0.0905842540, 0.0906653570, 0.0907482900, 0.0908326550, 0.0909179310, 0.0910034680, 0.0910884870, 0.0911720810, 0.0912532100, 0.0913307100, 0.0914032870, 0.0914695240, 0.0915278810, 0.0915767040, 0.0916142270, 0.0916385820, 0.0916478060, 0.0916398540, 0.0916126110, 0.0915639100, 0.0914915440, 0.0913932920, 0.0912669370, 0.0911102920, 0.0909212260, 0.0906976930, 0.0904377600, 0.0901396370, 0.0898017090, 0.0894225620, 0.0890010160, 0.0885361440, 0.0880273000, 0.0874741340, 0.0868766070, 0.0862349960, 0.0855499040, 0.0848222460, 0.0840532470, 0.0832444240, 0.0823975640, 0.0815146990, 
1992-11-25, 0.0809752660, 0.0777254880, 0.0751461730, 0.0733027020, 0.0720676280, 0.0713095350, 0.0709157510, 0.0707944840, 0.0708727980, 0.0710937430, 0.0714135490, 0.0717991260, 0.0722259280, 0.0726761650, 0.0731373300, 0.0736009830, 0.0740617730, 0.0745166400, 0.0749641800, 0.0754041370, 0.0758370100, 0.0762637460, 0.0766855050, 0.0771034900, 0.0775188240, 0.0779324630, 0.0783451470, 0.0787573700, 0.0791693680, 0.0795811290, 0.0799924040, 0.0804027300, 0.0808114580, 0.0812177850, 0.0816207800, 0.0820194230, 0.0824126300, 0.0827992840, 0.0831782650, 0.0835484710, 0.0839088470, 0.0842583990, 0.0845962150, 0.0849214810, 0.0852334910, 0.0855316570, 0.0858155180, 0.0860847420, 0.0863391330, 0.0865786240, 0.0868032820, 0.0870133000, 0.0872089950, 0.0873907960, 0.0875592400, 0.0877149600, 0.0878586760, 0.0879911820, 0.0881133340, 0.0882260380, 0.0883302400, 0.0884269090, 0.0885170270, 0.0886015760, 0.0886815250, 0.0887578240, 0.0888313830, 0.0889030740, 0.0889737110, 0.0890440460, 0.0891147620, 0.0891864630, 0.0892596680, 0.0893348050, 0.0894122060, 0.0894921020, 0.0895746180, 0.0896597710, 0.0897474660, 0.0898374920, 0.0899295220, 0.0900231080, 0.0901176820, 0.0902125560, 0.0903069180, 0.0903998340, 0.0904902470, 0.0905769810, 0.0906587390, 0.0907341090, 0.0908015650, 0.0908594730, 0.0909060950, 0.0909396020, 0.0909580740, 0.0909595210, 0.0909418850, 0.0909030640, 0.0908409230, 0.0907533160, 0.0906381030, 0.0904931790, 0.0903164930, 0.0901060790, 0.0898600800, 0.0895767780, 0.0892546210, 0.0888922530, 0.0884885370, 0.0880425790, 0.0875537520, 0.0870217100, 0.0864464020, 0.0858280800, 0.0851673010, 0.0844649240, 0.0837221020, 0.0829402660, 0.0821211060, 0.0812665520, 
1992-11-26, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, 
1992-11-27, 0.0820552400, 0.0780544350, 0.0752661850, 0.0733643520, 0.0721382630, 0.0714255330, 0.0710980910, 0.0710550540, 0.0712175170, 0.0715243700, 0.0719288360, 0.0723956250, 0.0728985780, 0.0734187540, 0.0739428490, 0.0744619210, 0.0749703530, 0.0754650110, 0.0759445790, 0.0764090170, 0.0768591410, 0.0772962940, 0.0777220950, 0.0781382440, 0.0785463900, 0.0789480300, 0.0793444470, 0.0797366730, 0.0801254710, 0.0805113340, 0.0808944980, 0.0812749590, 0.0816524950, 0.0820267030, 0.0823970210, 0.0827627630, 0.0831231500, 0.0834773390, 0.0838244540, 0.0841636080, 0.0844939290, 0.0848145830, 0.0851247880, 0.0854238380, 0.0857111090, 0.0859860750, 0.0862483120, 0.0864975090, 0.0867334690, 0.0869561100, 0.0871654690, 0.0873616910, 0.0875450360, 0.0877158620, 0.0878746280, 0.0880218800, 0.0881582430, 0.0882844110, 0.0884011370, 0.0885092230, 0.0886095050, 0.0887028470, 0.0887901230, 0.0888722110, 0.0889499810, 0.0890242810, 0.0890959340, 0.0891657190, 0.0892343710, 0.0893025650, 0.0893709160, 0.0894399630, 0.0895101720, 0.0895819230, 0.0896555050, 0.0897311180, 0.0898088610, 0.0898887320, 0.0899706260, 0.0900543290, 0.0901395190, 0.0902257590, 0.0903125030, 0.0903990900, 0.0904847430, 0.0905685710, 0.0906495700, 0.0907266210, 0.0907984950, 0.0908638540, 0.0909212540, 0.0909691520, 0.0910059080, 0.0910297950, 0.0910390060, 0.0910316670, 0.0910058430, 0.0909595570, 0.0908908030, 0.0907975650, 0.0906778350, 0.0905296350, 0.0903510370, 0.0901401920, 0.0898953530, 0.0896148980, 0.0892973580, 0.0889414450, 0.0885460700, 0.0881103680, 0.0876337200, 0.0871157650, 0.0865564130, 0.0859558550, 0.0853145640, 0.0846332960, 0.0839130790, 0.0831552040, 0.0823612080, 0.0815328560, 
1992-11-30, 0.0803121560, 0.0781550170, 0.0763908280, 0.0751316120, 0.0742997140, 0.0738061280, 0.0735727360, 0.0735353040, 0.0736425350, 0.0738542330, 0.0741394150, 0.0744745830, 0.0748422430, 0.0752296500, 0.0756277680, 0.0760304200, 0.0764335890, 0.0768348570, 0.0772329610, 0.0776274330, 0.0780183230, 0.0784059890, 0.0787909320, 0.0791736810, 0.0795547060, 0.0799343660, 0.0803128750, 0.0806902800, 0.0810664630, 0.0814411460, 0.0818138990, 0.0821841660, 0.0825512790, 0.0829144840, 0.0832729630, 0.0836258590, 0.0839722990, 0.0843114100, 0.0846423450, 0.0849642960, 0.0852765130, 0.0855783150, 0.0858691020, 0.0861483640, 0.0864156920, 0.0866707760, 0.0869134130, 0.0871435100, 0.0873610750, 0.0875662270, 0.0877591820, 0.0879402510, 0.0881098400, 0.0882684310, 0.0884165850, 0.0885549270, 0.0886841390, 0.0888049460, 0.0889181130, 0.0890244300, 0.0891247000, 0.0892197350, 0.0893103400, 0.0893973070, 0.0894814040, 0.0895633670, 0.0896438920, 0.0897236270, 0.0898031620, 0.0898830290, 0.0899636890, 0.0900455290, 0.0901288590, 0.0902139050, 0.0903008050, 0.0903896070, 0.0904802650, 0.0905726350, 0.0906664750, 0.0907614430, 0.0908570930, 0.0909528750, 0.0910481370, 0.0911421180, 0.0912339570, 0.0913226830, 0.0914072280, 0.0914864170, 0.0915589780, 0.0916235450, 0.0916786570, 0.0917227700, 0.0917542560, 0.0917714180, 0.0917724950, 0.0917556720, 0.0917190970, 0.0916608870, 0.0915791530, 0.0914720080, 0.0913375940, 0.0911740970, 0.0909797700, 0.0907529570, 0.0904921120, 0.0901958290, 0.0898628580, 0.0894921300, 0.0890827780, 0.0886341530, 0.0881458430, 0.0876176820, 0.0870497600, 0.0864424260, 0.0857962930, 0.0851122260, 0.0843913400, 0.0836349830, 0.0828447220, 0.0820223210, 
1992-12-01, 0.0792204340, 0.0770264410, 0.0751973820, 0.0739309310, 0.0731436600, 0.0727309780, 0.0726000830, 0.0726748760, 0.0728950940, 0.0732141120, 0.0735965970, 0.0740163660, 0.0744545270, 0.0748979240, 0.0753378400, 0.0757689360, 0.0761883940, 0.0765952160, 0.0769896750, 0.0773728750, 0.0777464110, 0.0781121100, 0.0784718350, 0.0788273470, 0.0791802090, 0.0795317220, 0.0798828940, 0.0802344240, 0.0805867080, 0.0809398550, 0.0812937060, 0.0816478710, 0.0820017560, 0.0823546010, 0.0827055130, 0.0830535030, 0.0833975170, 0.0837364670, 0.0840692640, 0.0843948360, 0.0847121580, 0.0850202700, 0.0853182950, 0.0856054520, 0.0858810700, 0.0861445940, 0.0863955970, 0.0866337780, 0.0868589670, 0.0870711220, 0.0872703300, 0.0874567990, 0.0876308550, 0.0877929320, 0.0879435640, 0.0880833740, 0.0882130660, 0.0883334110, 0.0884452350, 0.0885494100, 0.0886468360, 0.0887384340, 0.0888251300, 0.0889078470, 0.0889874890, 0.0890649320, 0.0891410170, 0.0892165340, 0.0892922180, 0.0893687370, 0.0894466870, 0.0895265850, 0.0896088580, 0.0896938440, 0.0897817820, 0.0898728100, 0.0899669580, 0.0900641480, 0.0901641880, 0.0902667700, 0.0903714680, 0.0904777350, 0.0905849050, 0.0906921850, 0.0907986620, 0.0909032980, 0.0910049290, 0.0911022720, 0.0911939230, 0.0912783590, 0.0913539440, 0.0914189330, 0.0914714780, 0.0915096380, 0.0915313870, 0.0915346270, 0.0915172000, 0.0914769080, 0.0914115250, 0.0913188250, 0.0911966000, 0.0910426860, 0.0908549910, 0.0906315230, 0.0903704170, 0.0900699690, 0.0897286620, 0.0893451950, 0.0889185110, 0.0884478200, 0.0879326180, 0.0873727060, 0.0867681980, 0.0861195250, 0.0854274400, 0.0846930070, 0.0839175880, 0.0831028300, 0.0822506360, 0.0813631420, 
1992-12-02, 0.0787264860, 0.0757440810, 0.0736099290, 0.0722121520, 0.0713876780, 0.0709947520, 0.0709183740, 0.0710677510, 0.0713725110, 0.0717790270, 0.0722471930, 0.0727476790, 0.0732596640, 0.0737689570, 0.0742664690, 0.0747469680, 0.0752080750, 0.0756494570, 0.0760721880, 0.0764782430, 0.0768701040, 0.0772504670, 0.0776220160, 0.0779872670, 0.0783484580, 0.0787074800, 0.0790658410, 0.0794246580, 0.0797846560, 0.0801461960, 0.0805093020, 0.0808736960, 0.0812388440, 0.0816039920, 0.0819682120, 0.0823304430, 0.0826895290, 0.0830442610, 0.0833934060, 0.0837357420, 0.0840700830, 0.0843953090, 0.0847103810, 0.0850143640, 0.0853064380, 0.0855859130, 0.0858522360, 0.0861049960, 0.0863439290, 0.0865689170, 0.0867799860, 0.0869773030, 0.0871611680, 0.0873320090, 0.0874903700, 0.0876369020, 0.0877723480, 0.0878975370, 0.0880133630, 0.0881207750, 0.0882207650, 0.0883143490, 0.0884025590, 0.0884864250, 0.0885669640, 0.0886451660, 0.0887219850, 0.0887983260, 0.0888750330, 0.0889528840, 0.0890325770, 0.0891147240, 0.0891998470, 0.0892883660, 0.0893805960, 0.0894767400, 0.0895768880, 0.0896810080, 0.0897889440, 0.0899004150, 0.0900150090, 0.0901321810, 0.0902512520, 0.0903714070, 0.0904916930, 0.0906110190, 0.0907281550, 0.0908417330, 0.0909502490, 0.0910520650, 0.0911454100, 0.0912283900, 0.0912989900, 0.0913550830, 0.0913944420, 0.0914147530, 0.0914136260, 0.0913886180, 0.0913372510, 0.0912570330, 0.0911454890, 0.0910001880, 0.0908187720, 0.0905989910, 0.0903387390, 0.0900360860, 0.0896893160, 0.0892969590, 0.0888578220, 0.0883710200, 0.0878359980, 0.0872525490, 0.0866208280, 0.0859413560, 0.0852150220, 0.0844430690, 0.0836270800, 0.0827689570, 0.0818708900, 0.0809353250, 
1992-12-03, 0.0784543400, 0.0744647220, 0.0719101240, 0.0703092570, 0.0694031850, 0.0690049630, 0.0689723480, 0.0691963540, 0.0695939610, 0.0701026610, 0.0706761550, 0.0712808990, 0.0718933160, 0.0724975450, 0.0730836260, 0.0736460340, 0.0741825070, 0.0746931110, 0.0751794890, 0.0756442870, 0.0760906970, 0.0765221170, 0.0769418990, 0.0773531640, 0.0777586830, 0.0781608000, 0.0785613910, 0.0789618560, 0.0793631250, 0.0797656890, 0.0801696340, 0.0805746830, 0.0809802490, 0.0813854830, 0.0817893240, 0.0821905500, 0.0825878200, 0.0829797270, 0.0833648290, 0.0837416960, 0.0841089330, 0.0844652220, 0.0848093340, 0.0851401640, 0.0854567390, 0.0857582390, 0.0860440040, 0.0863135460, 0.0865665460, 0.0868028650, 0.0870225330, 0.0872257510, 0.0874128820, 0.0875844410, 0.0877410870, 0.0878836070, 0.0880129050, 0.0881299870, 0.0882359420, 0.0883319280, 0.0884191550, 0.0884988700, 0.0885723370, 0.0886408230, 0.0887055810, 0.0887678370, 0.0888287770, 0.0888895270, 0.0889511490, 0.0890146270, 0.0890808530, 0.0891506230, 0.0892246250, 0.0893034330, 0.0893875000, 0.0894771530, 0.0895725850, 0.0896738510, 0.0897808670, 0.0898934020, 0.0900110760, 0.0901333570, 0.0902595600, 0.0903888410, 0.0905201980, 0.0906524680, 0.0907843260, 0.0909142870, 0.0910407010, 0.0911617630, 0.0912755070, 0.0913798150, 0.0914724230, 0.0915509290, 0.0916128010, 0.0916553930, 0.0916759640, 0.0916716900, 0.0916396960, 0.0915770790, 0.0914809390, 0.0913484150, 0.0911767230, 0.0909631940, 0.0907053230, 0.0904008060, 0.0900475900, 0.0896439120, 0.0891883420, 0.0886798180, 0.0881176770, 0.0875016780, 0.0868320140, 0.0861093270, 0.0853346960, 0.0845096260, 0.0836360320, 0.0827161970, 0.0817527460, 0.0807485920, 
1992-12-04, 0.0787668260, 0.0746958770, 0.0720577440, 0.0703978190, 0.0694555390, 0.0690390100, 0.0690010930, 0.0692286360, 0.0696352640, 0.0701558500, 0.0707421090, 0.0713590300, 0.0719819950, 0.0725944460, 0.0731859980, 0.0737509190, 0.0742869040, 0.0747941030, 0.0752743390, 0.0757304980, 0.0761660600, 0.0765847310, 0.0769901810, 0.0773858480, 0.0777748070, 0.0781596880, 0.0785426320, 0.0789252790, 0.0793087730, 0.0796937910, 0.0800805780, 0.0804689930, 0.0808585590, 0.0812485140, 0.0816378640, 0.0820254330, 0.0824099140, 0.0827899140, 0.0831639940, 0.0835307140, 0.0838886620, 0.0842364890, 0.0845729350, 0.0848968520, 0.0852072230, 0.0855031790, 0.0857840100, 0.0860491730, 0.0862982980, 0.0865311900, 0.0867478280, 0.0869483610, 0.0871331020, 0.0873025190, 0.0874572250, 0.0875979680, 0.0877256130, 0.0878411300, 0.0879455780, 0.0880400880, 0.0881258480, 0.0882040850, 0.0882760470, 0.0883429900, 0.0884061590, 0.0884667780, 0.0885260280, 0.0885850420, 0.0886448850, 0.0887065500, 0.0887709400, 0.0888388660, 0.0889110310, 0.0889880290, 0.0890703340, 0.0891582930, 0.0892521270, 0.0893519170, 0.0894576070, 0.0895689960, 0.0896857380, 0.0898073320, 0.0899331300, 0.0900623230, 0.0901939480, 0.0903268810, 0.0904598390, 0.0905913750, 0.0907198860, 0.0908436050, 0.0909606120, 0.0910688300, 0.0911660360, 0.0912498690, 0.0913178350, 0.0913673230, 0.0913956210, 0.0913999320, 0.0913774000, 0.0913251350, 0.0912402410, 0.0911198510, 0.0909611650, 0.0907614880, 0.0905182740, 0.0902291670, 0.0898920480, 0.0895050800, 0.0890667410, 0.0885758700, 0.0880316940, 0.0874338540, 0.0867824260, 0.0860779230, 0.0853213010, 0.0845139430, 0.0836576460, 0.0827545850, 0.0818072840, 0.0808185680, 
